title,year,imdb_id,tmdb_id,rt_url,digital_date,has_providers
The Little Hotel Detective,2025,,,https://www.rottentomatoes.com/search?search=The%20Little%20Hotel%20Detective%202025,2025-06-25,True
Blood Brothers: Bara Naga,2025,,,https://www.rottentomatoes.com/search?search=Blood%20Brothers%3A%20Bara%20Naga%202025,2025-08-10,True
永不失联的爱,2025,,,https://www.rottentomatoes.com/search?search=%E6%B0%B8%E4%B8%8D%E5%A4%B1%E8%81%94%E7%9A%84%E7%88%B1%202025,2025-08-14,True
In Vitro,2025,,,https://www.rottentomatoes.com/search?search=In%20Vitro%202025,2025-06-27,True
Untold,2025,,,https://www.rottentomatoes.com/search?search=Untold%202025,2025-07-31,True
Milk Teeth,2024,,,https://www.rottentomatoes.com/search?search=Milk%20Teeth%202024,2025-07-30,True
Legends From The Past,2025,,,https://www.rottentomatoes.com/search?search=Legends%20From%20The%20Past%202025,2025-06-14,True
Night Shift,2024,,,https://www.rottentomatoes.com/search?search=Night%20Shift%202024,2025-06-23,True
Meat,2024,,,https://www.rottentomatoes.com/search?search=Meat%202024,2025-07-17,True
Faster,2025,,,https://www.rottentomatoes.com/search?search=Faster%202025,2025-08-27,True
B.O.F DEBUT SHOWCASE,2025,,,https://www.rottentomatoes.com/search?search=B.O.F%20DEBUT%20SHOWCASE%202025,2025-06-27,True
Real Life,2025,,,https://www.rottentomatoes.com/search?search=Real%20Life%202025,2025-07-07,True
Salli,2024,,,https://www.rottentomatoes.com/search?search=Salli%202024,2025-08-08,True
Young Hearts,2024,,,https://www.rottentomatoes.com/search?search=Young%20Hearts%202024,2025-08-01,True
Songs from the Hole,2024,,,https://www.rottentomatoes.com/search?search=Songs%20from%20the%20Hole%202024,2025-08-12,True
Tourist Family,2025,,,https://www.rottentomatoes.com/search?search=Tourist%20Family%202025,2025-06-02,True
Toxic,2025,,,https://www.rottentomatoes.com/search?search=Toxic%202025,2025-07-25,True
Celestina: Burlesk Dancer,2024,,,https://www.rottentomatoes.com/search?search=Celestina%3A%20Burlesk%20Dancer%202024,2025-05-30,True
Lovesick,2025,,,https://www.rottentomatoes.com/search?search=Lovesick%202025,2025-08-31,True
Seeking Haven for Mr. Rambo,2025,,,https://www.rottentomatoes.com/search?search=Seeking%20Haven%20for%20Mr.%20Rambo%202025,2025-08-07,True
Holy Night: Demon Hunters,2025,,,https://www.rottentomatoes.com/search?search=Holy%20Night%3A%20Demon%20Hunters%202025,2025-05-29,True
Párvulos: Children of the Apocalypse,2024,,,https://www.rottentomatoes.com/search?search=P%C3%A1rvulos%3A%20Children%20of%20the%20Apocalypse%202024,2025-06-03,True
Thalaivan Thalaivii,2025,,,https://www.rottentomatoes.com/search?search=Thalaivan%20Thalaivii%202025,2025-08-22,True
Halabala,2025,,,https://www.rottentomatoes.com/search?search=Halabala%202025,2025-08-11,True
Tim Travers and the Time Traveler's Paradox,2025,,,https://www.rottentomatoes.com/search?search=Tim%20Travers%20and%20the%20Time%20Traveler%27s%20Paradox%202025,2025-06-16,True
June & John,2025,,,https://www.rottentomatoes.com/search?search=June%20%26%20John%202025,2025-06-06,True
The Stone,2025,,,https://www.rottentomatoes.com/search?search=The%20Stone%202025,2025-08-01,True
Roots,2024,,,https://www.rottentomatoes.com/search?search=Roots%202024,2025-08-20,True
Rascal Does Not Dream of a Knapsack Kid,2023,,,https://www.rottentomatoes.com/search?search=Rascal%20Does%20Not%20Dream%20of%20a%20Knapsack%20Kid%202023,2025-08-02,True
A Gilded Game,2025,,,https://www.rottentomatoes.com/search?search=A%20Gilded%20Game%202025,2025-06-20,True
Shinsei Galverse,2025,,,https://www.rottentomatoes.com/search?search=Shinsei%20Galverse%202025,2025-06-25,True
Nancy Rani,2025,,,https://www.rottentomatoes.com/search?search=Nancy%20Rani%202025,2025-06-18,True
Elisabeth: The Musical Live,2024,,,https://www.rottentomatoes.com/search?search=Elisabeth%3A%20The%20Musical%20Live%202024,2025-08-06,True
Jaat,2025,,,https://www.rottentomatoes.com/search?search=Jaat%202025,2025-06-05,True
Ambulance,2025,,,https://www.rottentomatoes.com/search?search=Ambulance%202025,2025-08-22,True
NJPW New Japan Soul 2025 - Day 8,2025,,,https://www.rottentomatoes.com/search?search=NJPW%20New%20Japan%20Soul%202025%20-%20Day%208%202025,2025-07-04,True
Three Heroes. Daily Tales 2,2025,,,https://www.rottentomatoes.com/search?search=Three%20Heroes.%20Daily%20Tales%202%202025,2025-08-22,True
铁血金盾,2025,,,https://www.rottentomatoes.com/search?search=%E9%93%81%E8%A1%80%E9%87%91%E7%9B%BE%202025,2025-07-19,True
白云斋怪话,2025,,,https://www.rottentomatoes.com/search?search=%E7%99%BD%E4%BA%91%E6%96%8B%E6%80%AA%E8%AF%9D%202025,2025-07-10,True
The Drowned,2023,,,https://www.rottentomatoes.com/search?search=The%20Drowned%202023,2025-10-06,True
TJPW Summer Sun Princess '25,2025,,,https://www.rottentomatoes.com/search?search=TJPW%20Summer%20Sun%20Princess%20%2725%202025,2025-07-21,True
Sugar Sugar Rune Les deux sorcières,2025,,,https://www.rottentomatoes.com/search?search=Sugar%20Sugar%20Rune%20Les%20deux%20sorci%C3%A8res%202025,2025-07-04,True
